acgme_program_id,classification,fields,rise_program_name,acgme_program_name,rise_location,acgme_location
4160500010,STALE_IDENTITY_REVIEW_REQUIRED,city,Kaiser Permanente Southern California Program,Kaiser Permanente Southern California Program,"Los Angeles, CA","Pasadena, CA"
4161000002,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,George Washington University School of Medicine Program,George Washington Ge University School of Medicine Me Program 90 Wa Ph ra,"Washington, DC","shington, DC"
4161600002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Chicago Program,University of Illino College of Medicine at Chicago Program,"Chicago, IL","Chicago, IL"
4161600005,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Chicago Medical Center Program,University of 58 Chicago Medical Center Program MC Ch Ph tv,"Chicago, IL","icago, IL"
4161600006,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Peoria Program,University of Illino College of Medicine at Peoria Program,"Peoria, IL","Peoria, IL"
4161800001,STALE_IDENTITY_REVIEW_REQUIRED,state|city,University of Iowa Health Care Medical Center Program,University of Iowa Health Care Medical Center Program,"Ft Lauderdale, FL","Iowa City, IA"
4162500005,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Corewell Health-Grand Rapids/Michigan State University Program,Corewell Health – Grand Rapids/Michigan State University Program,"Grand Rapids, MI","Grand Rapids, MI"
4162800001,STALE_IDENTITY_REVIEW_REQUIRED,city,Washington University/B-JH/SLCH Consortium Program,Washington University/B-JH/SLCH Consortium Program,"St Louis, MO","Saint Louis, MO"
4163000001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Nebraska Medical Center College of Medicine Program,University of I Nebraska Medical Center College D of Medicine Program 9 O P t,"Omaha, NE","maha, NE"
4163200001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital Program,Dartmouth- Hitchcock/Mary Hitchcock Memorial Hospital Program,"Lebanon, NH","Lebanon, NH"
4163500004,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Icahn School of Medicine at Mount Sinai Program,Icahn School of D Medicine at Mount Sinai Program 1 B N P a,"New York, NY","ew York, NY"
4163500006,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Rochester Regional Health Program,Rochester Regional I Health Program R R 1 R P m,"Rochester, NY","ochester, NY"
4163500009,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Rochester Medical Center Program,University of Rochester Medicine Program,"Rochester, NY","Rochester, NY"
4163600003,STALE_IDENTITY_REVIEW_REQUIRED,city,Wake Forest University Baptist Medical Center Program,Wake Forest University Baptist Medical Center Program,"Winston Salem, NC","Winston-Salem, NC"
4163800004,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Cincinnati Medical Center Inc Program,University of Cincinnati Medical Center Inc. Program,"Cincinnati, OH","Cincinnati, OH"
4164100003,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Penn State Milton S Hershey Medical Center Program,Penn State Milton S Hershey Medical Center Program 50,"Hershey, PA","Hershey, PA"
4164100009,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Luke's Hospital-Anderson Campus Program,St Luke’s Hospital – Anderson Campus Program,"Easton, PA","Easton, PA"
4165000001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Vermont Medical Center Program,University of 11 Vermont Medical Center Program Bu Ph bi,"Burlington, VT","rlington, VT"
4165100002,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Virginia Commonwealth University Health System Program,Virginia Vi Commonwealth University Health Sy System Program PO 12 Ri Ph Da,"Richmond, VA","chmond, VA"
4165400001,STALE_IDENTITY_REVIEW_REQUIRED,state|city,University of Washington School of Medicine Program,University of Washington School of Medicine Program,"Hialeah, FL","Seattle, WA"
4200312010,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Creighton University School of Medicine Program,Creighton University School of Medicine- Phoenix Program,"Phoenix, AZ","Phoenix, AZ"
4200321011,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine-Tucson Program,University of Arizona College of Medicine- Tucson Program,"Tucson, AZ","Tucson, AZ"
4200500001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Arrowhead Regional Medical Center Program,Arrowhead 4 Regional Medical Center Program D C P s,"Colton, CA","olton, CA"
4200500002,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Mission Community Hospital Program,Mission Community 14 Hospital Program Pa Ph mc,"Panorama City, CA","norama City, CA"
4200511023,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,UCLA David Geffen School of Medicine/UCLA Medical Center Program,UCLA David Geffen Ro School of Medicine/UCLA Medical D Center Program 7 L P r,"Los Angeles, CA","os Angeles, CA"
4200512020,STALE_IDENTITY_REVIEW_REQUIRED,city,Kaiser Permanente Southern California (Los Angeles) Program,Kaiser Permanente Southern California (Los Angeles) Program,"Los Angeles, CA","Pasadena, CA"
4200531032,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Santa Clara Valley Medical Center Program,Santa Clara Valley Healthcare Program,"San Jose, CA","San Jose, CA"
4200811040,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Quinnipiac University Frank H Netter MD School of Medicine/St Vincent's Medical Center Program,Quinnipiac University Frank H. Netter MD School of Medicine/St VIncent's Medical Center Program,"Bridgeport, CT","Bridgeport, CT"
4200821216,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Nuvance Health Consortium (Norwalk Hospital) Program,Zucker School of Medicine at Hofstra/Northwell at Norwalk Hospital Program,"Norwalk, CT","Norwalk, CT"
4201021046,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,George Washington University Program,George Washington Ge University Program 90 11 Wa Ph ra,"Washington, DC","shington, DC"
4201100001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Florida International University/Baptist Health Program,Florida Internationa University / Baptist Health Program,"Miami, FL","Miami, FL"
4201600679,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Franciscan Health Olympia Fields Program,Olympia Fields Hospital Program,"Olympia Fields, IL","Olympia Fields, IL"
4201611061,STALE_IDENTITY_REVIEW_REQUIRED,state|city,University of Chicago Program,University of Chicago Program,"Birmingham, AL","Chicago, IL"
4201621055,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Cook County Health and Hospitals System Program,Cook County Health J and Hospitals System Program D 1 C P a,"Chicago, IL","hicago, IL"
4201621062,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Chicago Program,University of Illino College of Medicine at Chicago Program,"Chicago, IL","Chicago, IL"
4201621243,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Peoria Program,University of Illino College of Medicine at Peoria Program,"Peoria, IL","Peoria, IL"
4201700002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Ascension St Vincent Hospital Indianapolis Program,Ascension St. Vincent Hospital Program,"Indianapolis, IN","Indianapolis, IN"
4202412088,STALE_IDENTITY_REVIEW_REQUIRED,program_name,UMass Chan-Baystate Program,UMass Chan - Baystate Program,"Springfield, MA","Springfield, MA"
4202500106,STALE_IDENTITY_REVIEW_REQUIRED,program_name,McLaren Health Care/Oakland/MSU Program,McLaren Health Care Corporation/McLaren Oakland Program,"Pontiac, MI","Pontiac, MI"
4202521099,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Corewell Health-Grand Rapids/Michigan State University Program,Corewell Health – Grand Rapids/Michigan State University Program,"Grand Rapids, MI","Grand Rapids, MI"
4202821110,STALE_IDENTITY_REVIEW_REQUIRED,city,SSM Health/Saint Louis University School of Medicine Program,SSM Health/Saint Louis University School of Medicine Program,"Saint Louis, MO","St Louis, MO"
4203021112,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Nebraska Medical Center College of Medicine Program,University of U Nebraska Medical Center College 9 of Medicine Program D O P t,"Omaha, NE","maha, NE"
4203211113,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital Program,Dartmouth- Hitchcock/Mary Hitchcock Memorial Hospital Program,"Lebanon, NH","Lebanon, NH"
4203311116,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Atlantic Health System/Morristown Medical Center Program,Atlantic Health Program,"Morristown, NJ","Morristown, NJ"
4203321226,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Rutgers Health/New Jersey Medical School Program,Rutgers Health/New R Jersey Medical School Program 1 D N P j,"Newark, NJ","ewark, NJ"
4203500255,STALE_IDENTITY_REVIEW_REQUIRED,city,Zucker School of Medicine at Hofstra/Northwell at Mather Hospital Program,Zucker School of Medicine at Hofstra/Northwell at Mather Hospital Program,"75 N Country Rd, NY","Port Jefferson, NY"
4203511146,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Rochester Medical Center Program,University of Rochester Medicine Program,"Rochester, NY","Rochester, NY"
4203512145,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Rochester Regional Health Program,Rochester Regional D Health Program G D 1 R P m,"Rochester, NY","ochester, NY"
4203521229,STALE_IDENTITY_REVIEW_REQUIRED,state|city,Richmond University Medical Center Program,Richmond University Medical Center Program,"Jonesboro, AR","Staten Island, NY"
4204100001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Luke's Hospital-Anderson Campus Program,St Luke’s Hospital – Anderson Campus Program,"Easton, PA","Easton, PA"
4204121164,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Penn State Milton S Hershey Medical Center Program,Penn State Milton S Hershey Medical Center Program 50,"Hershey, PA","Hershey, PA"
4204721187,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Tennessee/Methodist Healthcare Program,University of Tennessee College of Medicine (Memphis) Program,"Memphis, TN","Memphis, TN"
4204800001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Doctors Hospital at Renaissance Ltd Program,"Doctors Hospital at Renaissance, Ltd. Program","Edinburg, TX","Edinburg, TX"
4204821248,STALE_IDENTITY_REVIEW_REQUIRED,city,San Antonio Uniformed Services Health Education Consortium Program,San Antonio Uniformed Services Health Education Consortium Program,"JBSA Ft Sam Houston, TX","JBSA Fort Sam Houston, TX"
4205031200,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Vermont Medical Center Program,University of Un Vermont Medical Center Program De 11 Bu Ph ry,"Burlington, VT","rlington, VT"
4205121203,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Virginia Commonwealth University Health System Program,Virginia Me Commonwealth University Health PO System Program 12 Ri Ph al,"Richmond, VA","chmond, VA"
4300311003,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine-Tucson Program,University of Arizona College of Medicine- Tucson Program,"Tucson, AZ","Tucson, AZ"
4300511014,STALE_IDENTITY_REVIEW_REQUIRED,city,Stanford Health Care-Sponsored Stanford University Program,Stanford Health Care-Sponsored Stanford University Program,"Palo Alto, CA","Stanford, CA"
4300513139,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,City of Hope National Medical Center Program,City of Hope C National Medical Center Program 1 D P r,"Duarte, CA","uarte, CA"
4300513143,STALE_IDENTITY_REVIEW_REQUIRED,city,University of California (San Diego) Medical Center Program,University of California (San Diego) Medical Center Program,"La Jolla, CA","San Diego, CA"
4300521008,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,UCLA David Geffen School of Medicine/UCLA Medical Center Program,UCLA David Geffen UC School of Medicine/UCLA Medical D Center Program 2 L P u,"Los Angeles, CA","os Angeles, CA"
4303021142,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Nebraska Medical Center College of Medicine Program,University of N Nebraska Medical Center College 9 of Medicine Program O P g,"Omaha, NE",", "
4303200002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital Program,Dartmouth- Hitchcock/Mary Hitchcock Memorial Hospital Program,"Lebanon, NH","Lebanon, NH"
4303511071,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Rochester Medical Center Program,University of Rochester Medicine Program,"Rochester, NY","Rochester, NY"
4303512145,STALE_IDENTITY_REVIEW_REQUIRED,city,Zucker School of Medicine at Hofstra/Northwell Program,Zucker School of Medicine at Hofstra/Northwell Program,"Lake Success, NY","New Hyde Park, NY"
4303521063,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Memorial Sloan Kettering Cancer Center Program,Memorial Sloan M Kettering Cancer Center Program B 1 N P d,"New York, NY","ew York, NY"
4303521119,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Icahn School of Medicine at Mount Sinai Program,Icahn School of M Medicine at Mount Sinai Program O D N P r,"New York, NY","ew York, NY"
4303522064,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,New York-Presbyterian Brooklyn Methodist Hospital Program,New York- N Presbyterian Brooklyn Methodist H Hospital Program 5 B B P h,"Brooklyn, NY","rooklyn, NY"
4303611075,STALE_IDENTITY_REVIEW_REQUIRED,city,Wake Forest University Baptist Medical Center Program,Wake Forest University Baptist Medical Center Program,"Winston Salem, NC","Winston-Salem, NC"
4305111106,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Virginia Commonwealth University Health System Program,Virginia VC Commonwealth University Health 10 System Program Ca Ri Ph ju,"Richmond, VA","chmond, VA"
4400300431,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Creighton University School of Medicine Program,Creighton University School of Medicine- Phoenix Program,"Phoenix, AZ","Phoenix, AZ"
4400321027,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine-Tucson Program,University of Arizona College of Medicine- Tucson Program,"Tucson, AZ","Tucson, AZ"
4400322026,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine-Phoenix Program,University of Arizona College of Medicine- Phoenix Program,"Phoenix, AZ","Phoenix, AZ"
4400500004,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA Healthcare/Los Robles Regional Medical Center Program,HCA Healthcare/Los H Robles Regional Medical Center Me Program 2 T P,"Thousand Oaks, CA","housand Oaks, CA"
4400500429,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Community Memorial Health System Program,Community Co Memorial Health System Program Pr 14 Ve Ph jr,"Ventura, CA","ntura, CA"
4400521042,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,UCLA David Geffen School of Medicine/UCLA Medical Center Program,UCLA David Geffen Da School of Medicine/UCLA Medical 7 Center Program B L P j,"Los Angeles, CA","os Angeles, CA"
4400700060,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA HealthOne/Swedish Medical Center Program,HCA HealthONE/Swedish Medical Center Program,"Englewood, CO","Englewood, CO"
4400700061,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA HealthOne/Sky Ridge Medical Center Program,HCA HealthONE/Sky Ridge Medical Center Program,"Lone Tree, CO","Lone Tree, CO"
4400722057,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Saint Joseph Hospital Program,Intermountain Health/Saint Joseph Hospital Program,"Denver, CO","Denver, CO"
4400811066,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Quinnipiac University Frank H Netter MD School of Medicine (Waterbury Hospital) Program,University of Connecticut School of Medicine (Waterbury) Program,"Waterbury, CT","Waterbury, CT"
4400813428,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Nuvance Health Consortium (Danbury Hospital) Program,Zucker School of Medicine at Hofstra/Northwell at Danbury Hospital Program,"Danbury, CT","Danbury, CT"
4401021069,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,George Washington University Program,George Washington Ge University Program Ma 21 Wa Ph rp,"Washington, DC","shington, DC"
4401100001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Florida International University / Baptist Health Program,Florida Internationa University / Baptist Health Program,"Miami, FL","Miami, FL"
4401100436,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Florida Atlantic University Charles E Schmidt College of Medicine Program,Florida Atlantic University Charles E. Schmidt College of Medicine Program,"Boca Raton, FL","Boca Raton, FL"
4401100447,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Memorial Healthcare System (Hollywood Florida) Program,"Memorial Healthcare System, Hollywood, Florida Program","Pembroke Pines, FL","Pembroke Pines, FL"
4401100448,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA Florida Orange Park Hospital Program,HCA Florida Orange H Park Hospital Program 2 O P R,"Orange Park, FL","range Park, FL"
4401222080,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Wellstar Health System/Wellstar Kennestone Regional Medical Center Program,Wellstar Health W System/Wellstar Kennestone C Regional Medical Center Program 6 G M P d,"Marietta, GA","arietta, GA"
4401600079,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Franciscan Health Olympia Fields Program,Olympia Fields Hospital Program,"Olympia Fields, IL","Olympia Fields, IL"
4401621101,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Peoria Program,University of Illino College of Medicine at Peoria Program,"Peoria, IL","Peoria, IL"
4401621385,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Chicago (Mount Sinai) Program,University of Illino College of Medicine at Chicago (Mount Sinai) Program,"Chicago, IL","Chicago, IL"
4401621395,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Chicago Program,University of Illino College of Medicine at Chicago Program,"Chicago, IL","Chicago, IL"
4401631096,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Chicago (Metropolitan Group) Program,University of Illino College of Medicine at Chicago (Metropolitan Group) Program,"Chicago, IL","Chicago, IL"
4401700437,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Ascension St Vincent Hospital Indianapolis Program,Ascension St. Vincent Hospital Program,"Indianapolis, IN","Indianapolis, IN"
4401800437,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,MercyOne Des Moines/PHC Consortium Program,MercyOne Des Mer Moines/PHC Consortium Program Pro 111 Des Ph: may,"Des Moines, IA","Moines, IA"
4401822105,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Central Iowa Health System (Iowa Methodist Medical Center) Program,Central Iowa Health System (Iowa Methodist Medical He Center) Program,"Des Moines, IA","Des Moines, IA"
4402100001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Willis-Knighton Health System Program,Willis Knighton Health Program,"Shreveport, LA","Shreveport, LA"
4402411138,STALE_IDENTITY_REVIEW_REQUIRED,program_name,UMass Chan-Baystate Program,UMass Chan - Baystate Program,"Springfield, MA","Springfield, MA"
4402421136,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,St Elizabeth's Medical Center Program,Boston Medical Center-Brighton Program,"Brighton, MA","Boston, MA"
4402500421,STALE_IDENTITY_REVIEW_REQUIRED,program_name,McLaren Health Care/Greater Lansing/MSU Program,McLaren Health Care Corporation/McLaren Greater Lansing Program,"Lansing, MI","Lansing, MI"
4402500422,STALE_IDENTITY_REVIEW_REQUIRED,program_name,McLaren Health Care/Macomb/MSU Program,McLaren Health Care Corporation/McLaren Macomb Program,"Mount Clemens, MI","Mount Clemens, MI"
4402511145,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Henry Ford St John Hospital Program,Henry Ford St. John Hospital Program,"Detroit, MI","Detroit, MI"
4402521410,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Corewell Health-Grand Rapids/Michigan State University Program,Corewell Health – Grand Rapids/Michigan State University Program,"Grand Rapids, MI","Grand Rapids, MI"
4402800389,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Kansas City University GME Consortium (KCU-GME Consortium)/St Mary's Program,Kansas City Ka University GME Consortium (K (KCU-GME Consortium)/St Mary's 20 Program Bl Ph ad,"Blue Springs, MO","ue Springs, MO"
4402821388,STALE_IDENTITY_REVIEW_REQUIRED,city,Washington University/B-JH/SLCH Consortium Program,Washington University/B-JH/SLCH Consortium Program,"Saint Louis, MO","St Louis, MO"
4403021176,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Nebraska Medical Center College of Medicine Program,University of U Nebraska Medical Center College 9 of Medicine Program O P t,"Omaha, NE","maha, NE"
4403221177,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital Program,Dartmouth- Hitchcock/Mary Hitchcock Memorial Hospital Program,"Lebanon, NH","Lebanon, NH"
4403300002,STALE_IDENTITY_REVIEW_REQUIRED,city,Virtua Program,Virtua Program,"Camden, NJ","Voorhees, NJ"
4403300005,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Hackensack Meridian Health Program,Hackensack Meridian Health/JFK University Medical Center Program,"Edison, NJ","Edison, NJ"
4403300192,STALE_IDENTITY_REVIEW_REQUIRED,city,Inspira Health Network/Inspira Medical Center Vineland Program,Inspira Health Network/Inspira Medical Center Vineland Program,"Mullica Hill, NJ","Vineland, NJ"
4403300194,STALE_IDENTITY_REVIEW_REQUIRED,program_name,CarePoint Health/Bayonne Medical Center Program,New York Medical College/Hudson Regional Health - Bayonne University Hospital Program,"Bayonne, NJ","Bayonne, NJ"
4403300195,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Hackensack Meridian Health Program,Hackensack Meridian Health/Jersey Shore University Medical Center Program,"Neptune, NJ","Neptune City, NJ"
4403300196,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Hackensack Meridian Health Program,Hackensack Meridian Health/Palisades Medical Center Program,"North Bergen, NJ","North Bergen, NJ"
4403300197,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Hackensack Meridian Health Program,Hackensack Meridian Health/Hackensack University Medical Center Program,"Hackensack, NJ","Hackensack, NJ"
4403300198,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Rutgers Health/New Jersey Medical School Program,Rutgers Health/New 1 Jersey Medical School Program M N N P g,"Newark, NJ","ewark, NJ"
4403311183,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Atlantic Health System/Morristown Medical Center Program,Atlantic Health Program,"Morristown, NJ","Morristown, NJ"
4403500001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Zucker School of Medicine at Hofstra/Northwell at South Shore Univesrity Hospital Program,Zucker School of Medicine at Hofstra/Northwell at South Shore University Hospital Program,"Bayshore, NY","Bay Shore, NY"
4403500003,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Icahn School of Medicine at Mount Sinai Program,Icahn School of I Medicine at Mount Sinai Program D 5 N P,"New York, NY","ew York, NY"
4403500005,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Good Samaritan University Hospital/St Catherine of Siena Hospital Program,Catholic Health Program,"Smithtown, NY","Smithtown, NY"
4403500450,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Nuvance Health Consortium (Vassar Brothers Medical Center) Program,Zucker School of Medicine at Hofstra/Northwell at Vassar Brothers Medical Center Program,"Poughkeepsie, NY","Poughkeepsie, NY"
4403500451,STALE_IDENTITY_REVIEW_REQUIRED,state|city,NYU Grossman Long Island School of Medicine Program,NYU Grossman Long Island School of Medicine Program,"Birmingham, AL","Mineola, NY"
4403511205,STALE_IDENTITY_REVIEW_REQUIRED,program_name,New York-Presbyterian/Queens Program,New York- Presbyterian/Queens Program,"Flushing, NY","Flushing, NY"
4403521222,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,New York-Presbyterian Brooklyn Methodist Hospital Program,New York- N Presbyterian Brooklyn Methodist H Hospital Program 5 B P s,"Brooklyn, NY","rooklyn, NY"
4403521240,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Rochester Medical Center Program,University of Rochester Medicine Program,"Rochester, NY","Rochester, NY"
4403600420,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Mountain Area Health Education Center Program,Mountain Area M Health Education Center Program P 1 A P C,"Asheville, NC","sheville, NC"
4403611248,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,ECU Health Medical Center/East Carolina University Program,ECU Health Medical B Center/East Carolina University U Program D 6 G P s,"Greenville, NC","reenville, NC"
4403631249,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Novant Health New Hanover Regional Medical Center Program,Novant Health New No Hanover Regional Medical Center M Program G 2 W P s,"Wilmington, NC","ilmington, NC"
4403800401,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,OhioHealth/Doctors Hospital Program,OhioHealth/Doctors O Hospital Program 5 C P r,"Columbus, OH","olumbus, OH"
4404000279,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Samaritan Health Services-Corvallis Program,Samaritan Health Services - Corvallis Program,"Corvallis, OR","Corvallis, OR"
4404100001,STALE_IDENTITY_REVIEW_REQUIRED,city,St. Mary Medical Center Program,St. Mary Medical Center Program,"Philadelphia, PA","Langhorne, PA"
4404100399,STALE_IDENTITY_REVIEW_REQUIRED,city,Geisinger Health System (Wilkes Barre) Program,Geisinger Health System (Wilkes Barre) Program,"Wilkes-Barre, PA","Wilkes Barre, PA"
4404111296,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Main Line Health System/Lankenau Medical Center Program,Main Line Health La System/Lankenau Medical Center 10 Program MO Wy Ph kr,"Wynnewood, PA","nnewood, PA"
4404112279,STALE_IDENTITY_REVIEW_REQUIRED,state|city,Abington Memorial Hospital Program,Abington Memorial Hospital Program,"Birmingham, AL","Abington, PA"
4404121287,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Penn State Milton S Hershey Medical Center Program,Penn State Milton S Hershey Medical Center Program 50,"Hershey, PA","Hershey, PA"
4404500319,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Healthcare/Mercer University School of Medicine/Grand Strand Medical Center Program,HCA Healthcare/Mercer University School of Medicine/Grand Strand Health Program,"Myrtle Beach, SC","Myrtle Beach, SC"
4404500321,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Healthcare/Mercer University School of Medicine/Trident Medical Center Program,HCA Healthcare/Mercer University School of Medicine/Trident Hospital Program,"Charleston, SC","Charleston, SC"
4404721324,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Tennessee Program,University of Tennessee College of Medicine (Memphis) Program,"Memphis, TN","Memphis, TN"
4404800002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St David's Healthcare Graduate Medical Education Program,St. David's Healthcare Graduate Medical Education Program,"Austin, TX","Austin, TX"
4404800003,STALE_IDENTITY_REVIEW_REQUIRED,city,Texas Tech University Health Sciences Center (Permian Basin) Program,Texas Tech University Health Sciences Center (Permian Basin) Program,"Odessa, TX","ODESSA, TX"
4404800005,STALE_IDENTITY_REVIEW_REQUIRED,city,Methodist Healthcare System of San Antonio Program,Methodist Healthcare System of San Antonio Program,"San Antonio, TX","SAN ANTONIO, TX"
4404800007,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Houston Healthcare/University of Houston Program,HCA Houston Healthcare/University of Houston (Clear Lake) Program,"Webster, TX","Webster, TX"
4404800008,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Doctors Hospital at Renaissance Ltd Program,"Doctors Hospital at Renaissance, Ltd. Program","Edinburg, TX","Edinburg, TX"
4404800009,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,South Texas Health System GME Consortium Program,South Texas Health 3 System GME Consortium M Program P c,"McAllen, TX","cAllen, TX"
4404800440,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA Medical City Healthcare GME (Plano) Program,HCA Medical City 39 Healthcare GME (Plano) Program Gr Pl Ph da,"Plano, TX","ano, TX"
